state,institution,state_full,cares_act,omnibus,amer_rescue_act,total_relief,endowment,code
ID,North Idaho College,Idaho,2161877,4907648,8601000,15670525,0,162300
WA,Whatcom Community College,Washington,2392620,4813638,8456000,15662258,0,1036400
LA,Loyola University New Orleans,Louisiana,2913258,4604038,8097000,15614296,0,201600
MN,St. Catherine University,Minnesota,2645045,4698756,8253000,15596801,0,234200
IN,Valparaiso University,Indiana,3107360,4509425,7931000,15547785,259042000,184200
IN,Butler University,Indiana,3005303,4482000,7988000,15475303,0,178800
FL,Altierus Career College,Florida,2524835,4730783,8205000,15460618,0,149900
MS,William Carey University,Mississippi,2370656,4715985,8366000,15452641,0,244700
HI,Leeward Community College,Hawaii,2067889,4835134,8543000,15446023,0,454900
NY,Culinary Institute Of America,New York,2997253,4507864,7909000,15414117,138298000,730400
TX,Alvin Community College,Texas,2277498,4736789,8388000,15402287,0,353900
WA,Shoreline Community College,Washington,2438333,4668215,8266000,15372548,0,379100
IL,City Colleges Of Chicago - Kennedy King College,Illinois,2144024,4811192,8414000,15369216,0,165400
MI,Kellogg Community College,Michigan,1991422,4855538,8521000,15367960,0,227600
MI,Muskegon Community College,Michigan,2247350,4751064,8332000,15330414,0,229700
WV,Shepherd University,West Virginia,2679616,4591465,8052000,15323081,22145000,382200
AK,University Of Alaska Fairbanks,Alaska,2066651,4781679,8471000,15319330,0,106300
GA,Morehouse College,Georgia,2947819,4484089,7809000,15240908,0,158200
MO,Drury University,Missouri,2470201,4648448,8120000,15238649,96517000,246100
AZ,Eastern Arizona College,Arizona,2222272,4692651,8320000,15234923,0,107300
PA,Widener University,Pennsylvania,2794641,4469255,7949000,15212896,94454000,331300
VA,University Of Mary Washington,Virginia,2888681,4448919,7856000,15193600,0,374600
TX,Trinity Valley Community College,Texas,1865240,4808492,8454000,15127732,0,357200
IL,Heartland Community College,Illinois,2092953,4701213,8324000,15118166,0,3083800
MO,Lincoln University,Missouri,2565804,4575902,7973000,15114706,0,247900
NH,Keene State College,New Hampshire,2997360,4391814,7719000,15108174,0,259000
NC,Elon University,North Carolina,2989232,4333388,7770000,15092620,273429000,292700
IL,Black Hawk College,Illinois,2172992,4663525,8230000,15066517,0,163800
NY,Jefferson Community College,New York,2361051,4618540,8068000,15047591,0,287000
GA,South Georgia State College,Georgia,2422737,4591608,7997000,15011345,0,159200
GA,Lanier Technical College,Georgia,2122657,4680489,8201000,15004146,0,525400
NJ,Bloomfield College,New Jersey,2851037,4441931,7705000,14997968,0,259700
NY,Jamestown Community College,New York,2306997,4608853,8082000,14997850,0,286900
CA,United Education Institute,California,14992982,0,0,14992982,0,2559300
TX,Odessa College,Texas,2118029,4719893,8126000,14963922,0,359600
AZ,Universal Technical Institute,Arizona,14950305,0,0,14950305,0,822100
MO,Three Rivers College,Missouri,2281288,4609172,8030000,14920460,0,471300
CA,Berkeley City College,California,1844524,4706915,8362000,14913439,0,2242700
PA,University Of Scranton,Pennsylvania,2938777,4297505,7645000,14881282,209760000,338400
WA,Pacific Lutheran University,Washington,2935869,4339965,7604000,14879834,0,378500
IA,Upper Iowa University,Iowa,2210375,4587064,8048000,14845439,0,189300
CA,College Of San Mateo,California,2042860,4571602,8217000,14831462,0,118100
MS,East Central Community College,Mississippi,2606310,4456077,7763000,14825387,0,240400
WA,Seattle Pacific University,Washington,2890475,4324878,7602000,14817353,0,378800
NY,Suny College Of Technology At Delhi,New York,2436849,4511025,7867000,14814874,0,285700
TN,Lincoln Memorial University,Tennessee,2657937,4377528,7741000,14776465,0,350200
MS,Coahoma Community College,Mississippi,3136873,4236381,7353000,14726254,0,240100
GA,North Georgia Technical College,Georgia,2114032,4588972,7992000,14695004,0,561900
TX,Houston Baptist University,Texas,2615603,4386077,7689000,14690680,0,357600
IL,John A. Logan College,Illinois,1452644,4729234,8501000,14682878,0,807600
NY,Suny College Of Agriculture & Technology At Cobleskill,New York,2747860,4345324,7583000,14676184,0,285600
MO,Harris - Stowe State University,Missouri,2513580,4447990,7712000,14673570,0,246600
IA,Hawkeye Community College,Iowa,1769048,4673024,8230000,14672072,0,459500
WA,Whitworth University,Washington,2840748,4295420,7526000,14662168,156048000,380400
CA,West Valley College,California,2016079,4531612,8107000,14654691,0,133800
IA,Western Iowa Tech Community College,Iowa,2023618,4573145,8036000,14632763,0,731600
LA,Southern University At New Orleans,Louisiana,2481663,4428953,7714000,14624616,0,202600
KY,Maysville Community And Technical College,Kentucky,1992396,4591401,8018000,14601797,0,696000
AZ,Mohave Community College,Arizona,1933935,4605866,8050000,14589801,0,1186400
ME,Husson University,Maine,2674616,4321707,7574000,14570323,0,204300
IN,Indiana University - Kokomo,Indiana,2505620,4384864,7668000,14558484,0,181400
NY,Saint Francis College,New York,2673260,4322861,7549000,14545121,0,282000
NY,Pratt Institute,New York,2831205,4188674,7518000,14537879,215667000,279800
AR,Arkansas State University - Beebe,Arkansas,2141764,4498666,7872000,14512430,0,109100
HI,Kapiolani Community College,Hawaii,2022941,4484284,7954000,14461225,0,161300
NC,Johnson C Smith University,North Carolina,2718468,4307958,7432000,14458426,0,293600
AL,Northwest - Shoals Community College,Alabama,2069470,4505213,7879000,14453683,0,569700
PA,Saint Joseph'S University,Pennsylvania,2796324,4168820,7447000,14412144,294287000,336700
TX,Grayson College,Texas,2157844,4451723,7796000,14405567,0,357000
GA,Atlanta Metropolitan State College,Georgia,2149954,4464596,7767000,14381550,0,1216500
GA,Spelman College,Georgia,2804294,4189279,7384000,14377573,390462000,159400
WA,Wenatchee Valley College,Washington,2466867,4320320,7585000,14372187,0,380100
NE,Wayne State College,Nebraska,2521559,4301037,7547000,14369596,0,256600
PA,Gannon University,Pennsylvania,2684679,4223568,7455000,14363247,65364000,326600
VA,Christopher Newport University,Virginia,2893936,4128127,7326000,14348063,0,370600
AL,Faulkner University,Alabama,2422978,4333744,7569000,14325722,15240000,100300
MS,Delta State University,Mississippi,2524437,4272713,7524000,14321150,0,240300
WA,Gonzaga University,Washington,2772507,4090622,7394000,14257129,294720000,377800
KY,Lindsey Wilson College,Kentucky,2587859,4250842,7417000,14255701,0,197200
CO,Regis University,Colorado,2448686,4210720,7494000,14153406,69773000,136300
OK,Northern Oklahoma College,Oklahoma,1971017,4421809,7755000,14147826,0,316200
FL,South Florida State College,Florida,2111445,4384283,7646000,14141728,0,152200
AZ,Arizona College,Arizona,3665308,0,0,3665308,0,3115000
